Source Link,Comment,Tag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/reel/952581419600762,"আপনার মুখে এই আঞ্চলিক ভাষার কবিতা গুলো শুনতে ভালো লাগে ,",positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/reel/952581419600762,মাশাআল্লাহ দারুন হ‌ইছে,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fb.watch/rO1FHAUntc/,খোঁজ নিয়ে দেখো এদের কারো ভাতার নাই।,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/reel/1346050923454058,একটাকেও নারী মনে হচ্ছে না ! মাঝা মাঝি কিছু একটা হতে পারে।,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/thetransformedwife/posts/pfbid0yNt6SmT54viKzWqxcPaDAAMayQD11Hp544sUufDUEv8TX6ZboyYmTpgvs8BAQkNKl,"আমাকে বিশ্বাস করুন, ১৯৬০ এর দশকে নারীবাদী আন্দোলন শুরু হওয়ার আগে নারীরা সুখী ছিল। তারপর নারীবাদী আন্দোলনের পর তাদের সুখ কমে যায়। নারীবাদী আন্দোলন শয়তান থেকে মিথ্যা! ঈশ্বরীয় নারীত্ব সব নারীর জন্য একমাত্র উপায়!",negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"আবাল তুই আবাল,,,, নামটা পাল্টে ডগ রেখে দে",negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"ভাই আপনিতো অমানুষ,,,এখনও মানুষ হননাই তাইনা,,,তাহলে অমানুষকে কি বুঝবো,,,,কথাটা কষ্ট লাগলো বুঝি,,,কারন আপনি নিজেই আপনার বায়োতে লৈইখা রাখছেন, যেয়ে দেখেন মিয়া,,,,বলদের মতো কথাবার্তা, এমনে লেখতেন,,খারাপ আমি ভালো হওয়ার চেষ্টা করতাছি,,,,,🤡🤡🤡",negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,সালা কিছু না জেনে ধন্যবাদ চোদাও কেন???,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275," সে যদি বাংলাদেশের মতো ভারতেও প্রতিবাদী হতো, তাহলে ভারতেও তার জায়গা হতো না। তার বর্তমানে যে ফ্যান - ফলোয়ার আছে, সেগুলোও থাকত না।",neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,লেওরা আছে। গদি মিডিয়া সব্ধটা এখন সবচাইতে বেশি ভারতে ব্যবহার হয়। তার বাস্তব সত্য ও আাছে গত ২০১৪ পর থেকে হাজার হাজার সাংবাদিক নির্জাতিত হয়েছে জেলে আছে।,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"তুই কি বলতে চাস তোদের মোত মৌলবাদিদের ভয়ে সত্য প্রকাস করতে পারবেনা, যারা বুঝে তারা ঠিকই যায়গা করে নিয়েছে মনের ভিতরে,",positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"মানবিকতার ফিলোসোফির উপর অনড় থেকে মা মাটি সহায়সম্পদ দেশ থেকে বিতাড়িত হয়েও আত্মবিশ্বাসের সঙ্গে লড়াই চালিয়ে যাবার শক্তি সবার থাকে না, তার আছে। এইজন্য তিনি অনন্যা। জীবন্ত কিংবদন্তি।",positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"অবান্তর অযুক্তিক মনগড়া প্রপাগণ্ডা ছড়ানো নিজের বিকৃত মস্তিষ্ক থেকে সৃষ্ট কল্পনাকে রূপান্তরের মাধ্যমে রাতকে দিন দিনকে রাত বানানোর এবং সেটাকে সমাজে প্রতিষ্ঠা করার চেষ্টা কে ফিলোসোফি বলে সেটা তো আমি জানতাম না ভাই, পন্ডিত আর জ্ঞানপাপীর মধ্যে পার্থক্য আপনাকে দেখলে বুঝা যায় 👌👎",neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,সে তো কুত্তার বাচ্চা সে কি মানুষ,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,এই তোকে কি জিজ্ঞেস করেছি আর তুই কি উত্তর দিয়েছিস? জন্মের দোষ টোষ আছে নাকি তোর? নাকি পরিবার থেকে কিভাবে মানুষের সাথে আলাপচারিতা করতে তার শিক্ষা দেয়নি?,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,জোকার নায়েক আমার সাথেই ডিবেট করার যোগ্যতা রাখে না। শুধুমাত্র গান্ডুদের কাছেই সে মহাকিছু।,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,তাহলে তো তাকে নোবেল দেওয়া উচিত,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,সানি লিওনি তার থেকেও বড়ো লড়াককু,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,তোকেও বুঝি বেড পাটনার করে ছিল। তা কেমন পারলি শালা মাদারচোদ,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"তার প্রকৃত আত্ববিশ্বাস দেখা গেছে তার প্রাণপ্রিয় আশ্রয়দাতা ভারতের সাধারণ জনতার জুতা পেটা থেকে রক্ষা পাওয়ার ভীত আকুতি দেখে। আর তার লেখার ব্যাপারে আমাদের মাননীয় প্রধানমন্ত্রীর একযুগেরও অধিক আগের উক্তিই যথেষ্ট, ""রাবিশ"" / 'গার্বেজ'।",negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,আহা! বেশ! বেশ!!! 😀😀😀,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,ছাগল কোথা কার। একটা মিথ্যে বাদী বিকৃত মানসিক রুগীকে জীবন্ত কিংবদন্তী বলে?,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,দাদা সাথে উনার কোন ঘনিষ্ঠ লিংক থাকলে দিয়েন!!🥴🥴,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,কনডম বিস্ফোরণের জন্ম নেওয়া শামীম আশরাফ। সে নাকি কিংবদন্তি 🖕🖕🖕🖕🖕🖕🖕🖕,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,পাবনায় থাকেন নাকি?🤔🤔🤔,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,স্যালুট আপনাকে। সঠিক কথাটি লিখেছেন বলে।,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,তাকে♥স্যালুট,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,তার মতো মায়েদের গর্ভেই তোমাদের জন্ম,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,মাদার চোদ তুই তো খান্কি পাড়ায় জন্ম নিছিস। এত লম্বা কথা কিসের??,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"কাউকে কখনো না জেনে তার মাকে নিয়ে কথা বলবি না খান্কির ছেলে,",negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,তার বিচার হওয়া উচিৎ,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,আগে জানতাম এক হাতে লিখত আজ জানলাম দুই হাতে লিখে। এর কাজই হচ্ছে ইসলামের বিরুদ্ধে কথা বলা। এর জায়গা মুসলমানদের দেশে হবেনা।,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"তিনি একজন ছোট লেখক, যে কোনো রাস্তার ছেলে তার চেয়ে ভালো মানের লিখতে পারে, তাই দয়া করে তাকে অক্ষরজ্ঞান বলবেন না কারণ তিনি নন। তিনি এমনকি উল্লেখ করার যোগ্য নয়. ফেইসবুকে তাকে প্রচার করার চেষ্টা করবেন না কারণ সে মূল্যবান নয়।",negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"এইদেশে এমন একজন নারীর জন্মের কারণে মানুষের বিবেকই শুধু নয়, বিবেকবোধও জাগ্রত হয়েছে। কুপমণ্ডুকতা, ট্যাবু থেকে বের হয়ে আসতে পারছে। এখন আর কেউ নির্বাচিত কলামের মতো ঝাঝালো, সূচালো করে লিখে না। পত্রিকাগুলো এখন অখাদ্য ছাপে। তোষামুদে ভরা কলাম ছাপে। ফলে অচলায়তনে চাপা পড়ে গেছে আমাদের মুক্তবুদ্ধি। আর সবার মতো তারও দেশে ফেরার অধিকার রয়েছে। সরকারের দায়িত্ব তাকে ফেরানো। সরকার সে দায় এড়িয়ে গিয়ে জাতির গায়ে লেগে থাকা কালিমাকে আরো গাঢ়রূপ দিচ্ছে বলেই মনেই হচ্ছে।",positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"স্যার,সাহসের প্রয়োজন হয় উনার সম্পর্কে বিস্তারিত লিখতে গেলে,তবে আপনাকে অসংখ্য ধন্যবাদ।ভালো থাকবেন।",positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,যে মানুষ ইসলাম বিদ্বেষী বই লেখে তাকে দেশে আসতে বলছেন বাহ🤣,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,বিবেক জাগ্রত হওয়ার ফলেই তাকে জুতা মেরে বের করে দিয়েছে।,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"তারও অধিকার রয়েছে দেশে আসার,তিনি তার মতামত প্রকাশ করেছেন তার লেখার মাধ্যমে,যারা তাকে মৃত্যুর ভয় দেখায় তার নাগরিক অধিকার থেকে বঞ্চিত করে দেশে আসার বিরোধীতা করে তাদের নিজেদের পক্ষে শক্তিশালী যুক্তিযুক্ত কোন লেখা লেখার যোগ্যতা নেই যে লেখার মাধ্যমে তার লেখার বিপরীতে কোন লেখা দাঁড় করানো যায় এবং সেই লেখার মাধ্যমে তাকে ভূল প্রমান করা যায়, সেটি পারে না বলেই তার উপর চাপিয়ে দিয়েছে গায়ের জোরের উগ্রবাদী ভাবনা। লেখার জবাব লেখার মাধ্যমে দেওয়াই বুদ্ধিভিত্তিক চর্চা।",positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"সে তার বিশ্বাস থেকে দিয়েছে, আপনি আপনার মতো যুক্তি দিয়ে তার লেখার বিপক্ষে আরেকটি লিখুন লেখা দিয়ে লেখার বিপক্ষে অবস্থান নিন তার মতের বিপক্ষে আপনার নান্দনিক অবস্থানের জানান দিন।",neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"সে বলেছে সম্প্রতি বাংলাদেশে মসজিদ, মাদ্রাসা, বোরকা, হিজাব আগের তুলনায় এখন বেশি, তার সময়ে শুধু বয়স্ক মহিলারা বোরকা পড়ত, এখন স্কুল কলেজের মেয়েরা পড়ে, এটা কোন এঙ্গেল থেকে সমস্যা,আসল সমস্যা হচ্ছে ধর্ম ছেড়ে ত্রিবিধ দুঃখ আর ভাব বন্ধনে আটকা আছেন তিনি, তাই বাকির লোভে নগদ পাওনা ছাড়ার পাত্র নন তিনি,",neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"এই মহান লেখিকা মানুষ সমাজ রাষ্ট্র তথা দেশ উদ্ধার এর কর্মে সদাব্যাস্ত ভালো, কিন্তু সমস্যা হচ্ছে উনি নিজেকে নিজেই উদ্ধার করতে পারছেনা। আপনি আপনার অধিকার ভিক্ষা করে বেড়াচ্ছেন, আর কথা বলছেন আপনি মানুষের অধিকার নিয়ে। হাস্যকর নয় বিষয়টি।",neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,আমি চাই সে স্বসম্মানে তার নিজের দেশ বাংলাদেশে ফিরে আসুক।,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,তর বাপ কি অর খদ্দের,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,ওনার প্রতিবাদের বিষয় গুলো কি সেটা আপনারা খেয়াল করলে দেখতে পাবেন শুধু ইসলাম ধর্মকে আক্রমণ করা। দেশে এত রাজনৈতিক হানাহানি সেসব বিষয়ে তার কোনো কথা নেই। ওনি যে দেশে বর্তমানে বাস করছেন সেখানে মুসলিমদের বিনা বিচারে হত্যা করা হচ্ছে সে বিষয়ে ওনার কোনও বক্তব্য পাওয়া যায়না।,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"উনি কি বিষয় নিয়ে লিখবেন, সেটা উনিই ঠিক করবেন ।",neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,এখন বুঝতে পারছি আপনার চুলকানি শুধু ইসলাম বিরুদ্ধে সয়তান,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"এক সময় ভারতেও থাকতে পারবা না, ইজরায়েলে ঠাই হবে!",neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"আমি একজন মুসলিম, হিন্দু,খ্রিষ্ঠান,বৌধ্য সহ সমস্ত ধর্মকে সন্মান করি, কিন্ত তার মত মুসলিম হয়েও ধর্মের বিরুদ্ধে কথা বলার অধিকার তার নেই। একজন হিন্দ প্রকাশ্যে মন্দিরে গরু জবাই করলে সারা পৃথীবির হিন্দুরা তাকে ঠিক একইভাবে দেখবে!",neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"একটা মানুষ কতটা বিনয়ী হলে এতটা সাবলীল ভাষায় মানুষকে উচ্চারণ করতে পারে,, প্রিয় লেখিকা আপনার প্রতি রইলো বিনম্র শ্রদ্ধা ও ভালবাসা,, বেঁচে থাকুন আরো অনেক বছর❤️❤️",positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,শয়তানকে পাথর মারা উচিত,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,অহ বুইড়া মালের খদ্দের,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"মাল উচ্চারণে মা আসে আগে, মা মাল হলে আপনি আমি মালের সন্তান, আর ইসলাম ধর্মে নটি উচ্চারণ নিষেধ আছে, আপনার মাল কেমন আছে?",neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"আন্নেরে তার ভক্ত হিসাবে নোবেল ছুড়ে মারেনাই কেন এখনো বুঝলাম না,,,মরার পর ওর সাথেই জেন একি জায়গায় বসবাস করতে পারেন দুয়া রইলো,,,",negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,নাস্তিকের ভক্ত হিসেবে আপনার জন্য রইলো প্রান ঢালা হাগুর শুভেচ্ছা,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,বেশ ভালো বলেছেন ।,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,নাসতিক উনি আর সাপোর্ট টার রাও অইরকমেরই হবে,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,তারে তোর ভালো লাগলে তোর মা বোনদের চুল কেটে শার্ট প্যান্ট পরিয়ে দিস।,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"তার অনেক লেখা পরেছি।পরলেই বোঝা  যায় অতি কম জ্ঞান ও কম যানা একজন মানুষ যার পক্ষে সঠিক ও ভাল কিছু লেখা সম্ভব না।। তাকে ইন্টারপোল পুলিশের মাধ্যমে ধরে এনে ধর্ম অবমাননার জন্য বিচার করা হোক। ওর বাক স্বাধীনতা সম্পর্কে জ্ঞানের অভাব!
সেএকজন খাঁটি ইসলাম বিদ্বেষী।",negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"আমি বোকা ও চুদি, ভালো ও চুদি আপনি ও আপনার পরিবার পরিজন কোন ক্যাটাগরিতে?",negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"আমি মনে করি প্রতিটা মানুষেরই মত প্রকাশ করার স্বাধীনতা থাকা উচিত। অন্যেরা তা মানবে কি মানবেনা সেটা তার ব্যক্তিগত ব্যাপার। এ বিষয়ে জোর জবরদস্তি করা, তাকে হত্যা করা বা দেশ থেকে বের করে দেওয়া ঠিক নয়।",positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"২৮ বছর আগের বাংলাদেশ থেকে বর্তমান বাংলাদেশ কতটা পরিবর্তন হয়েছে এই প্রশ্নের জবাবে তার বক্তব্য হলো হিজাব পড়া বেড়েছে, মসজিদ বেড়েছে, মাদ্রাসা বেড়েছে মানুষ ধর্মকে অনেক বেশি মানতেছে। এই হলো তার আসল চুলকানির জায়গা, সে তো লেখক নয় সে লেখকের নাম করে সমাজে একটা ধর্মবিদ্ধেষ ছড়িয়ে দেওয়ার চক্রান্তে লিপ্ত। আর উপস্থাপকও যে তার মতই একজন নাস্তিকমনা সেটাও বিশেষ লক্ষনীয় ছিলো।",negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,তার এর কথা শুনে ও হতভাগি কে দেখে অনেক রাগ উঠছিলো!😡 পরে আবার  ফেরাউন এর কথা মনে করে নিজেকে সান্তনা দিলাম |,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"যে দোষে দুষ্ট হয়ে তিনি দেশে থাকতে পারেন নাই। সে দোষে আমরা অনেকেই দুষ্ট। ফেসবুকের লেখা পর্যালোচনা করলে আরো ভয়ংকর সব লেখা পাওয়া যাবে। তারা তো দেশ ছাড়েননি, ছাড়া উচিৎও নয়। উনার দেশে ফেরার অধিকার রয়েছে।",positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"না,তিনি বোধ হয় সত্যের পক্ষে। আমিও সত্যের পক্ষে। আসলে সবাই সত্যের পক্ষেই থাকা উচিৎ।",positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"জহির ইক বাদ দিলে,বাল হয়ে যাবে।আপনি মনে হয় তার বাল",negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,আমি তাকে কে দেশে এনে এই লোকটার সাথে বিয়ে দেয়ার দাবি জানাচ্ছি।,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,ও বেয়াদব বাংলাদেশে আসলে জুতা দিয়ে মেরে কুত্তা দিয়ে খাওয়াই দেওয়া উচিত,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"নয়া কুত্তার আগমন,",negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,তুই তো মাগীর দালাল,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"তুমি নষ্ট শালা তার কাছে চুড়ি তাগি পরে বিয়া বস, বদমায়েশ, খবিছ।",negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,উনি ইসলাম বিদ্বেষি লেখক।,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
